Country,LanguageDesireNextYear,LanguageDesireNextYearCount
El Salvador,Java,7.0
El Salvador,JavaScript,13.0
El Salvador,Kotlin,9.0
El Salvador,Objective-C,2.0
El Salvador,PHP,7.0
El Salvador,Perl,1.0
El Salvador,Python,11.0
El Salvador,R,2.0
El Salvador,Ruby,8.0
El Salvador,Rust,3.0
El Salvador,SQL,12.0
El Salvador,Swift,5.0
El Salvador,TypeScript,7.0
Eritrea,C#,1.0
Eritrea,Java,2.0
Eritrea,JavaScript,1.0
Eritrea,Kotlin,1.0
Eritrea,PHP,1.0
Eritrea,Python,1.0
Eritrea,SQL,1.0
Estonia,Assembly,7.0
Estonia,Bash/Shell/PowerShell,30.0
Estonia,C,10.0
Estonia,C#,27.0
Estonia,C++,18.0
Estonia,Dart,8.0
Estonia,Go,28.0
Estonia,HTML/CSS,48.0
Estonia,Haskell,5.0
Estonia,Java,44.0
Estonia,JavaScript,58.0
Estonia,Julia,1.0
Estonia,Kotlin,32.0
Estonia,PHP,17.0
Estonia,Perl,2.0
Estonia,Python,51.0
Estonia,R,4.0
Estonia,Ruby,4.0
Estonia,Rust,28.0
Estonia,SQL,47.0
Estonia,Scala,4.0
Estonia,Swift,8.0
Estonia,TypeScript,45.0
Estonia,VBA,1.0
Ethiopia,Assembly,2.0
Ethiopia,Bash/Shell/PowerShell,5.0
Ethiopia,C,6.0
Ethiopia,C#,13.0
Ethiopia,C++,12.0
Ethiopia,Dart,15.0
Ethiopia,Go,7.0
Ethiopia,HTML/CSS,21.0
Ethiopia,Haskell,1.0
Ethiopia,Java,16.0
Ethiopia,JavaScript,28.0
Ethiopia,Kotlin,14.0
Ethiopia,Objective-C,3.0
Ethiopia,PHP,13.0
Ethiopia,Perl,5.0
Ethiopia,Python,30.0
Ethiopia,R,2.0
Ethiopia,Ruby,3.0
Ethiopia,Rust,2.0
Ethiopia,SQL,19.0
Ethiopia,Scala,2.0
Ethiopia,Swift,5.0
Ethiopia,TypeScript,15.0
Ethiopia,VBA,2.0
Finland,Assembly,10.0
Finland,Bash/Shell/PowerShell,79.0
Finland,C,32.0
Finland,C#,67.0
Finland,C++,59.0
Finland,Dart,14.0
Finland,Go,53.0
Finland,HTML/CSS,124.0
Finland,Haskell,14.0
Finland,Java,57.0
Finland,JavaScript,151.0
Finland,Julia,5.0
Finland,Kotlin,53.0
Finland,Objective-C,2.0
Finland,PHP,38.0
Finland,Perl,8.0
Finland,Python,146.0
Finland,R,18.0
Finland,Ruby,16.0
Finland,Rust,72.0
Finland,SQL,117.0
Finland,Scala,19.0
Finland,Swift,24.0
Finland,TypeScript,107.0
Finland,VBA,3.0
France,Assembly,89.0
France,Bash/Shell/PowerShell,412.0
France,C,227.0
France,C#,301.0
France,C++,341.0
France,Dart,106.0
France,Go,366.0
France,HTML/CSS,625.0
France,Haskell,107.0
France,Java,355.0
France,JavaScript,743.0
France,Julia,45.0
France,Kotlin,260.0
France,Objective-C,17.0
France,PHP,237.0
France,Perl,31.0
France,Python,791.0
France,R,106.0
France,Ruby,88.0
France,Rust,426.0
France,SQL,556.0
France,Scala,113.0
France,Swift,116.0
France,TypeScript,532.0
France,VBA,25.0
Gabon,Bash/Shell/PowerShell,1.0
Gabon,C#,1.0
Gabon,C++,1.0
Gabon,HTML/CSS,1.0
Gabon,Java,1.0
Gabon,JavaScript,1.0
Gabon,Python,1.0
Gabon,R,1.0
Gabon,Swift,1.0
Gambia,Assembly,1.0
Gambia,C,1.0
Gambia,C#,1.0
Gambia,C++,1.0
Gambia,HTML/CSS,2.0
Gambia,Java,2.0
Gambia,JavaScript,2.0
Gambia,Kotlin,1.0
Gambia,PHP,2.0
Gambia,Python,1.0
Gambia,Ruby,1.0
Gambia,SQL,2.0
Gambia,VBA,1.0
Georgia,Assembly,5.0
Georgia,Bash/Shell/PowerShell,11.0
Georgia,C,9.0
Georgia,C#,18.0
Georgia,C++,16.0
Georgia,Dart,4.0
Georgia,Go,8.0
Georgia,HTML/CSS,18.0
Georgia,Haskell,4.0
Georgia,Java,18.0
Georgia,JavaScript,32.0
Georgia,Julia,4.0
Georgia,Kotlin,12.0
Georgia,Objective-C,3.0
Georgia,PHP,10.0
Georgia,Perl,1.0
Georgia,Python,23.0
Georgia,R,3.0
Georgia,Ruby,4.0
Georgia,Rust,6.0
Georgia,SQL,18.0
Georgia,Scala,3.0
Georgia,Swift,7.0
Georgia,TypeScript,16.0
Georgia,VBA,2.0
Germany,Assembly,166.0
Germany,Bash/Shell/PowerShell,933.0
Germany,C,437.0
Germany,C#,821.0
Germany,C++,735.0
Germany,Dart,209.0
Germany,Go,758.0
Germany,HTML/CSS,1303.0
Germany,Haskell,218.0
Germany,Java,923.0
Germany,JavaScript,1388.0
Germany,Julia,101.0
Germany,Kotlin,706.0
Germany,Objective-C,56.0
Germany,PHP,415.0
Germany,Perl,64.0
Germany,Python,1518.0
Germany,R,183.0
Germany,Ruby,175.0
Germany,Rust,855.0
Germany,SQL,1163.0
Germany,Scala,183.0
Germany,Swift,275.0
Germany,TypeScript,1065.0
Germany,VBA,54.0
Ghana,Assembly,1.0
Ghana,Bash/Shell/PowerShell,9.0
Ghana,C,14.0
Ghana,C#,18.0
Ghana,C++,17.0
Ghana,Dart,27.0
Ghana,Go,23.0
Ghana,HTML/CSS,39.0
Ghana,Haskell,1.0
Ghana,Java,20.0
Ghana,JavaScript,47.0
Ghana,Kotlin,16.0
Ghana,Objective-C,6.0
Ghana,PHP,20.0
Ghana,Perl,5.0
Ghana,Python,42.0
Ghana,R,8.0
Ghana,Ruby,8.0
Ghana,Rust,8.0
Ghana,SQL,27.0
Ghana,Scala,5.0
Ghana,Swift,18.0
Ghana,TypeScript,27.0
Ghana,VBA,7.0
Greece,Assembly,23.0
Greece,Bash/Shell/PowerShell,68.0
Greece,C,39.0
Greece,C#,84.0
Greece,C++,65.0
Greece,Dart,17.0
Greece,Go,77.0
Greece,HTML/CSS,118.0
Greece,Haskell,16.0
Greece,Java,107.0
Greece,JavaScript,156.0
Greece,Julia,4.0
Greece,Kotlin,64.0
Greece,Objective-C,5.0
Greece,PHP,56.0
Greece,Perl,6.0
Greece,Python,168.0
Greece,R,30.0
Greece,Ruby,23.0
Greece,Rust,55.0
Greece,SQL,137.0
Greece,Scala,22.0
Greece,Swift,22.0
Greece,TypeScript,89.0
Greece,VBA,2.0
Grenada,Kotlin,1.0
Guatemala,Bash/Shell/PowerShell,7.0
Guatemala,C,2.0
Guatemala,C#,14.0
Guatemala,C++,4.0
Guatemala,Dart,11.0
Guatemala,Go,13.0
Guatemala,HTML/CSS,11.0
Guatemala,Haskell,2.0
Guatemala,Java,9.0
Guatemala,JavaScript,25.0
Guatemala,Julia,2.0
Guatemala,Kotlin,11.0
Guatemala,PHP,3.0
Guatemala,Perl,1.0
Guatemala,Python,28.0
Guatemala,R,8.0
Guatemala,Ruby,4.0
Guatemala,Rust,4.0
Guatemala,SQL,15.0
Guatemala,Scala,5.0
Guatemala,Swift,3.0
Guatemala,TypeScript,16.0
Guatemala,VBA,3.0
Guinea,Dart,1.0
Guinea,HTML/CSS,1.0
Guinea,Java,1.0
Guinea,JavaScript,1.0
Guinea,Kotlin,1.0
Guinea,Objective-C,1.0
Guinea,PHP,1.0
Guinea,Python,3.0
Guinea,Ruby,1.0
Guinea,SQL,1.0
Guinea,Swift,1.0
Guinea,TypeScript,1.0
Guyana,C,1.0
Guyana,C++,1.0
Guyana,HTML/CSS,2.0
Guyana,Java,2.0
Guyana,JavaScript,1.0
Guyana,Kotlin,1.0
Guyana,Python,3.0
Guyana,R,1.0
Guyana,SQL,1.0
Guyana,Swift,1.0
Guyana,TypeScript,1.0
Haiti,Bash/Shell/PowerShell,1.0
Haiti,Dart,1.0
Haiti,HTML/CSS,2.0
Haiti,Java,3.0
Haiti,JavaScript,2.0
Haiti,Kotlin,2.0
Haiti,Python,2.0
Haiti,SQL,1.0
Haiti,Swift,1.0
Haiti,TypeScript,1.0
Honduras,Assembly,1.0
Honduras,Bash/Shell/PowerShell,5.0
Honduras,C,1.0
Honduras,C#,5.0
Honduras,C++,3.0
Honduras,Dart,3.0
Honduras,Go,6.0
Honduras,HTML/CSS,5.0
Honduras,Haskell,2.0
Honduras,Java,3.0
Honduras,JavaScript,10.0
Honduras,Kotlin,3.0
Honduras,PHP,2.0
Honduras,Perl,1.0
Honduras,Python,9.0
Honduras,R,2.0
Honduras,Ruby,2.0
Honduras,Rust,4.0
Honduras,SQL,3.0
Honduras,Scala,1.0
Honduras,Swift,1.0
Honduras,TypeScript,7.0
Honduras,VBA,1.0
Hong Kong (S.A.R.),Assembly,2.0
Hong Kong (S.A.R.),Bash/Shell/PowerShell,31.0
Hong Kong (S.A.R.),C,6.0
Hong Kong (S.A.R.),C#,24.0
Hong Kong (S.A.R.),C++,14.0
Hong Kong (S.A.R.),Dart,10.0
Hong Kong (S.A.R.),Go,22.0
Hong Kong (S.A.R.),HTML/CSS,33.0
Hong Kong (S.A.R.),Haskell,6.0
Hong Kong (S.A.R.),Java,21.0
Hong Kong (S.A.R.),JavaScript,43.0
Hong Kong (S.A.R.),Julia,3.0
Hong Kong (S.A.R.),Kotlin,14.0
Hong Kong (S.A.R.),Objective-C,5.0
Hong Kong (S.A.R.),PHP,14.0
Hong Kong (S.A.R.),Perl,1.0
Hong Kong (S.A.R.),Python,42.0
Hong Kong (S.A.R.),R,7.0
Hong Kong (S.A.R.),Ruby,4.0
Hong Kong (S.A.R.),Rust,16.0
Hong Kong (S.A.R.),SQL,31.0
Hong Kong (S.A.R.),Scala,6.0
Hong Kong (S.A.R.),Swift,16.0
Hong Kong (S.A.R.),TypeScript,25.0
Hong Kong (S.A.R.),VBA,2.0
Hungary,Assembly,23.0
Hungary,Bash/Shell/PowerShell,77.0
Hungary,C,40.0
Hungary,C#,99.0
Hungary,C++,64.0
Hungary,Dart,22.0
Hungary,Go,61.0
Hungary,HTML/CSS,157.0
Hungary,Haskell,21.0
Hungary,Java,104.0
Hungary,JavaScript,166.0
Hungary,Julia,6.0
Hungary,Kotlin,62.0
Hungary,Objective-C,3.0
Hungary,PHP,44.0
Hungary,Perl,5.0
Hungary,Python,135.0
Hungary,R,8.0
Hungary,Ruby,14.0
Hungary,Rust,46.0
Hungary,SQL,146.0
Hungary,Scala,26.0
Hungary,Swift,16.0
Hungary,TypeScript,108.0
Hungary,VBA,6.0
Iceland,Bash/Shell/PowerShell,8.0
Iceland,C,1.0
Iceland,C#,19.0
Iceland,C++,5.0
Iceland,Dart,6.0
Iceland,Go,10.0
Iceland,HTML/CSS,13.0
Iceland,Haskell,4.0
Iceland,Java,2.0
Iceland,JavaScript,14.0
Iceland,Julia,1.0
Iceland,Objective-C,1.0
Iceland,PHP,2.0
Iceland,Perl,1.0
Iceland,Python,15.0
Iceland,R,1.0
Iceland,Ruby,1.0
Iceland,Rust,11.0
Iceland,SQL,12.0
Iceland,Scala,3.0
Iceland,TypeScript,11.0
India,Assembly,226.0
India,Bash/Shell/PowerShell,736.0
India,C,655.0
India,C#,860.0
India,C++,980.0
India,Dart,838.0
India,Go,1539.0
India,HTML/CSS,2182.0
India,Haskell,196.0
India,Java,1975.0
India,JavaScript,3209.0
India,Julia,211.0
India,Kotlin,1297.0
India,Objective-C,265.0
India,PHP,920.0
India,Perl,165.0
India,Python,3697.0
India,R,748.0
India,Ruby,521.0
India,Rust,654.0
India,SQL,2135.0
India,Scala,477.0
India,Swift,770.0
India,TypeScript,1751.0
India,VBA,115.0
Indonesia,Assembly,21.0
Indonesia,Bash/Shell/PowerShell,39.0
Indonesia,C,43.0
Indonesia,C#,59.0
Indonesia,C++,56.0
Indonesia,Dart,86.0
Indonesia,Go,148.0
Indonesia,HTML/CSS,154.0
Indonesia,Haskell,15.0
Indonesia,Java,109.0
Indonesia,JavaScript,208.0
Indonesia,Julia,13.0
Indonesia,Kotlin,126.0
Indonesia,Objective-C,15.0
Indonesia,PHP,107.0
Indonesia,Perl,13.0
Indonesia,Python,198.0
Indonesia,R,39.0
Indonesia,Ruby,59.0
Indonesia,Rust,52.0
Indonesia,SQL,128.0
Indonesia,Scala,18.0
Indonesia,Swift,64.0
Indonesia,TypeScript,117.0
Indonesia,VBA,19.0
Iran,Assembly,9.0
Iran,Bash/Shell/PowerShell,104.0
Iran,C,45.0
Iran,C#,94.0
Iran,C++,55.0
Iran,Dart,53.0
Iran,Go,125.0
Iran,HTML/CSS,185.0
Iran,Haskell,9.0
Iran,Java,103.0
Iran,JavaScript,222.0
Iran,Julia,6.0
Iran,Kotlin,88.0
Iran,Objective-C,12.0
Iran,PHP,83.0
Iran,Perl,4.0
Iran,Python,217.0
Iran,R,29.0
Iran,Ruby,12.0
Iran,Rust,70.0
Iran,SQL,176.0
Iran,Scala,20.0
Iran,Swift,35.0
Iran,TypeScript,136.0
Iran,VBA,3.0
Iraq,Assembly,3.0
Iraq,Bash/Shell/PowerShell,6.0
Iraq,C,4.0
Iraq,C#,16.0
Iraq,C++,5.0
Iraq,Dart,9.0
Iraq,Go,4.0
Iraq,HTML/CSS,13.0
Iraq,Haskell,2.0
Iraq,Java,11.0
Iraq,JavaScript,12.0
Iraq,Julia,2.0
Iraq,Kotlin,9.0
Iraq,Objective-C,1.0
Iraq,PHP,11.0
Iraq,Perl,2.0
Iraq,Python,14.0
Iraq,R,6.0
Iraq,Ruby,3.0
Iraq,Rust,4.0
Iraq,SQL,14.0
Iraq,Scala,2.0
Iraq,Swift,8.0
Iraq,TypeScript,6.0
Iraq,VBA,5.0
Ireland,Assembly,8.0
Ireland,Bash/Shell/PowerShell,83.0
Ireland,C,32.0
Ireland,C#,89.0
Ireland,C++,54.0
Ireland,Dart,15.0
Ireland,Go,89.0
Ireland,HTML/CSS,118.0
Ireland,Haskell,13.0
Ireland,Java,112.0
Ireland,JavaScript,183.0
Ireland,Julia,8.0
Ireland,Kotlin,64.0
Ireland,Objective-C,8.0
Ireland,PHP,28.0
Ireland,Perl,6.0
Ireland,Python,184.0
Ireland,R,37.0
Ireland,Ruby,31.0
Ireland,Rust,84.0
Ireland,SQL,133.0
Ireland,Scala,33.0
Ireland,Swift,31.0
Ireland,TypeScript,114.0
Ireland,VBA,3.0
Isle of Man,Bash/Shell/PowerShell,1.0
Isle of Man,C#,4.0
Isle of Man,C++,3.0
Isle of Man,Go,2.0
Isle of Man,HTML/CSS,4.0
Isle of Man,Haskell,1.0
Isle of Man,Java,1.0
Isle of Man,JavaScript,5.0
Isle of Man,Kotlin,1.0
Isle of Man,Python,2.0
Isle of Man,R,1.0
Isle of Man,Rust,1.0
Isle of Man,SQL,4.0
Isle of Man,TypeScript,2.0
Israel,Assembly,30.0
Israel,Bash/Shell/PowerShell,108.0
Israel,C,72.0
Israel,C#,135.0
Israel,C++,111.0
Israel,Dart,32.0
Israel,Go,135.0
Israel,HTML/CSS,167.0
Israel,Haskell,28.0
Israel,Java,131.0
Israel,JavaScript,272.0
Israel,Julia,14.0
Israel,Kotlin,109.0
Israel,Objective-C,12.0
Israel,PHP,37.0
Israel,Perl,6.0
Israel,Python,301.0
Israel,R,27.0
Israel,Ruby,19.0
Israel,Rust,104.0
Israel,SQL,167.0
Israel,Scala,40.0
Israel,Swift,45.0
Israel,TypeScript,176.0
Israel,VBA,9.0
Italy,Assembly,36.0
Italy,Bash/Shell/PowerShell,253.0
Italy,C,149.0
Italy,C#,287.0
Italy,C++,198.0
Italy,Dart,93.0
Italy,Go,243.0
Italy,HTML/CSS,410.0
Italy,Haskell,52.0
Italy,Java,284.0
Italy,JavaScript,504.0
Italy,Julia,27.0
Italy,Kotlin,187.0
Italy,Objective-C,23.0
Italy,PHP,156.0
Italy,Perl,18.0
Italy,Python,474.0
Italy,R,71.0
Italy,Ruby,50.0
Italy,Rust,187.0
Italy,SQL,412.0
Italy,Scala,82.0
Italy,Swift,95.0
Italy,TypeScript,322.0
Italy,VBA,21.0
Jamaica,Bash/Shell/PowerShell,1.0
Jamaica,C,2.0
Jamaica,C#,4.0
Jamaica,C++,3.0
Jamaica,Dart,2.0
Jamaica,Go,2.0
Jamaica,HTML/CSS,8.0
Jamaica,Java,2.0
Jamaica,JavaScript,7.0
Jamaica,Kotlin,3.0
Jamaica,Objective-C,1.0
Jamaica,PHP,3.0
Jamaica,Python,4.0
Jamaica,Ruby,1.0
Jamaica,Rust,3.0
Jamaica,SQL,6.0
Jamaica,Swift,3.0
Jamaica,TypeScript,3.0
Japan,Assembly,18.0
Japan,Bash/Shell/PowerShell,47.0
Japan,C,25.0
Japan,C#,43.0
Japan,C++,51.0
Japan,Dart,21.0
Japan,Go,78.0
Japan,HTML/CSS,76.0
Japan,Haskell,20.0
Japan,Java,43.0
Japan,JavaScript,106.0
Japan,Julia,9.0
Japan,Kotlin,44.0
Japan,Objective-C,13.0
Japan,PHP,26.0
Japan,Perl,5.0
Japan,Python,122.0
Japan,R,19.0
Japan,Ruby,36.0
Japan,Rust,79.0
Japan,SQL,67.0
Japan,Scala,22.0
Japan,Swift,37.0
Japan,TypeScript,88.0
Japan,VBA,5.0
Jordan,Assembly,2.0
Jordan,Bash/Shell/PowerShell,9.0
Jordan,C,3.0
Jordan,C#,12.0
Jordan,C++,3.0
Jordan,Dart,4.0
Jordan,Go,4.0
Jordan,HTML/CSS,21.0
Jordan,Haskell,2.0
Jordan,Java,11.0
Jordan,JavaScript,27.0
Jordan,Julia,2.0
Jordan,Kotlin,11.0
Jordan,Objective-C,4.0
Jordan,PHP,9.0
Jordan,Perl,1.0
Jordan,Python,17.0
Jordan,R,2.0
Jordan,Ruby,3.0
Jordan,Rust,4.0
Jordan,SQL,18.0
Jordan,Scala,3.0
Jordan,Swift,6.0
Jordan,TypeScript,23.0
Jordan,VBA,1.0
Kazakhstan,Assembly,3.0
Kazakhstan,Bash/Shell/PowerShell,6.0
Kazakhstan,C,4.0
Kazakhstan,C#,14.0
Kazakhstan,C++,6.0
Kazakhstan,Dart,9.0
Kazakhstan,Go,14.0
Kazakhstan,HTML/CSS,20.0
Kazakhstan,Haskell,2.0
Kazakhstan,Java,11.0
Kazakhstan,JavaScript,23.0
Kazakhstan,Julia,1.0
Kazakhstan,Kotlin,9.0
Kazakhstan,PHP,5.0
Kazakhstan,Python,24.0
Kazakhstan,R,1.0
Kazakhstan,Ruby,3.0
Kazakhstan,Rust,4.0
Kazakhstan,SQL,21.0
Kazakhstan,Scala,3.0
Kazakhstan,Swift,3.0
Kazakhstan,TypeScript,15.0
Kenya,Assembly,10.0
Kenya,Bash/Shell/PowerShell,22.0
Kenya,C,18.0
Kenya,C#,36.0
Kenya,C++,32.0
Kenya,Dart,38.0
Kenya,Go,50.0
Kenya,HTML/CSS,93.0
Kenya,Haskell,5.0
Kenya,Java,73.0
Kenya,JavaScript,114.0
Kenya,Julia,8.0
Kenya,Kotlin,61.0
Kenya,Objective-C,5.0
Kenya,PHP,57.0
Kenya,Perl,3.0
Kenya,Python,127.0
Kenya,R,22.0
Kenya,Ruby,19.0
Kenya,Rust,21.0
Kenya,SQL,77.0
Kenya,Scala,3.0
Kenya,Swift,21.0
Kenya,TypeScript,44.0
Kenya,VBA,7.0
Kosovo,Assembly,3.0
Kosovo,Bash/Shell/PowerShell,1.0
Kosovo,C,4.0
Kosovo,C#,6.0
Kosovo,C++,7.0
Kosovo,Dart,3.0
Kosovo,Go,6.0
Kosovo,HTML/CSS,7.0
Kosovo,Haskell,2.0
Kosovo,Java,4.0
Kosovo,JavaScript,11.0
Kosovo,Julia,1.0
Kosovo,Kotlin,6.0
Kosovo,Objective-C,3.0
Kosovo,PHP,8.0
Kosovo,Perl,1.0
Kosovo,Python,11.0
Kosovo,R,3.0
Kosovo,Ruby,4.0
Kosovo,Rust,5.0
Kosovo,SQL,6.0
Kosovo,Scala,3.0
Kosovo,Swift,10.0
Kosovo,TypeScript,11.0
Kosovo,VBA,1.0
Kuwait,Bash/Shell/PowerShell,1.0
Kuwait,C,1.0
Kuwait,C#,3.0
Kuwait,C++,2.0
Kuwait,Go,1.0
Kuwait,HTML/CSS,4.0
Kuwait,Java,4.0
Kuwait,JavaScript,6.0
Kuwait,Kotlin,1.0
Kuwait,PHP,2.0
Kuwait,Perl,1.0
Kuwait,Python,9.0
Kuwait,Ruby,1.0
Kuwait,Rust,2.0
Kuwait,SQL,3.0
Kuwait,TypeScript,5.0
Kyrgyzstan,Assembly,2.0
Kyrgyzstan,Bash/Shell/PowerShell,2.0
Kyrgyzstan,C,2.0
Kyrgyzstan,C++,1.0
Kyrgyzstan,Dart,3.0
Kyrgyzstan,Go,4.0
Kyrgyzstan,HTML/CSS,4.0
Kyrgyzstan,Java,4.0
Kyrgyzstan,JavaScript,5.0
Kyrgyzstan,Kotlin,2.0
Kyrgyzstan,PHP,5.0
Kyrgyzstan,Python,9.0
Kyrgyzstan,Ruby,2.0
Kyrgyzstan,Rust,2.0
Kyrgyzstan,SQL,3.0
Kyrgyzstan,Swift,1.0
Kyrgyzstan,TypeScript,3.0
Kyrgyzstan,VBA,1.0
Lao People's Democratic Republic,Assembly,2.0
Lao People's Democratic Republic,Bash/Shell/PowerShell,1.0
Lao People's Democratic Republic,C,1.0
Lao People's Democratic Republic,C#,3.0
Lao People's Democratic Republic,C++,1.0
Lao People's Democratic Republic,Dart,4.0
Lao People's Democratic Republic,Go,5.0
Lao People's Democratic Republic,HTML/CSS,4.0
Lao People's Democratic Republic,Haskell,2.0
Lao People's Democratic Republic,Java,3.0
Lao People's Democratic Republic,JavaScript,5.0
Lao People's Democratic Republic,Julia,1.0
Lao People's Democratic Republic,Kotlin,2.0
Lao People's Democratic Republic,Objective-C,1.0
Lao People's Democratic Republic,PHP,4.0
Lao People's Democratic Republic,Perl,2.0
Lao People's Democratic Republic,Python,5.0
Lao People's Democratic Republic,R,2.0
Lao People's Democratic Republic,Ruby,3.0
Lao People's Democratic Republic,Rust,2.0
Lao People's Democratic Republic,SQL,4.0
Lao People's Democratic Republic,Scala,3.0
Lao People's Democratic Republic,Swift,1.0
Lao People's Democratic Republic,TypeScript,4.0
Lao People's Democratic Republic,VBA,1.0
Latvia,Assembly,6.0
Latvia,Bash/Shell/PowerShell,19.0
Latvia,C,12.0
Latvia,C#,28.0
Latvia,C++,21.0
Latvia,Dart,5.0
Latvia,Go,17.0
Latvia,HTML/CSS,42.0
Latvia,Haskell,5.0
Latvia,Java,19.0
Latvia,JavaScript,49.0
Latvia,Kotlin,15.0
Latvia,Objective-C,1.0
Latvia,PHP,29.0
Latvia,Python,41.0
Latvia,R,6.0
Latvia,Ruby,7.0
Latvia,Rust,21.0
Latvia,SQL,39.0
Latvia,Scala,6.0
Latvia,Swift,8.0
Latvia,TypeScript,38.0
Latvia,VBA,2.0
Lebanon,Assembly,3.0
Lebanon,Bash/Shell/PowerShell,9.0
Lebanon,C,3.0
Lebanon,C#,22.0
Lebanon,C++,8.0
Lebanon,Dart,11.0
Lebanon,Go,13.0
Lebanon,HTML/CSS,23.0
Lebanon,Haskell,2.0
Lebanon,Java,17.0
Lebanon,JavaScript,28.0
Lebanon,Julia,1.0
Lebanon,Kotlin,11.0
Lebanon,PHP,13.0
Lebanon,Python,24.0
Lebanon,R,5.0
Lebanon,Ruby,3.0
Lebanon,Rust,3.0
Lebanon,SQL,30.0
Lebanon,Scala,3.0
Lebanon,Swift,9.0
Lebanon,TypeScript,14.0
Lesotho,C++,1.0
Lesotho,HTML/CSS,1.0
Lesotho,Java,1.0
Lesotho,JavaScript,1.0
Lesotho,Kotlin,1.0
Lesotho,SQL,1.0
Libyan Arab Jamahiriya,Bash/Shell/PowerShell,1.0
Libyan Arab Jamahiriya,C#,1.0
Libyan Arab Jamahiriya,C++,1.0
Libyan Arab Jamahiriya,Dart,3.0
Libyan Arab Jamahiriya,Go,3.0
Libyan Arab Jamahiriya,HTML/CSS,2.0
Libyan Arab Jamahiriya,Java,1.0
Libyan Arab Jamahiriya,JavaScript,3.0
Libyan Arab Jamahiriya,Kotlin,3.0
Libyan Arab Jamahiriya,PHP,2.0
Libyan Arab Jamahiriya,Python,3.0
Libyan Arab Jamahiriya,Ruby,1.0
Libyan Arab Jamahiriya,Rust,1.0
Libyan Arab Jamahiriya,SQL,1.0
Libyan Arab Jamahiriya,Swift,1.0
Libyan Arab Jamahiriya,TypeScript,2.0
Liechtenstein,Bash/Shell/PowerShell,1.0
Liechtenstein,Java,1.0
Liechtenstein,Kotlin,1.0
Liechtenstein,SQL,1.0
Lithuania,Assembly,13.0
Lithuania,Bash/Shell/PowerShell,34.0
Lithuania,C,17.0
Lithuania,C#,49.0
Lithuania,C++,24.0
Lithuania,Dart,10.0
Lithuania,Go,36.0
Lithuania,HTML/CSS,55.0
Lithuania,Haskell,7.0
Lithuania,Java,43.0
Lithuania,JavaScript,72.0
Lithuania,Julia,2.0
Lithuania,Kotlin,22.0
Lithuania,Objective-C,1.0
Lithuania,PHP,23.0
Lithuania,Perl,4.0
Lithuania,Python,61.0
Lithuania,R,4.0
Lithuania,Ruby,10.0
Lithuania,Rust,29.0
Lithuania,SQL,59.0
Lithuania,Scala,11.0
Lithuania,Swift,10.0
Lithuania,TypeScript,64.0
Lithuania,VBA,6.0
Luxembourg,Assembly,5.0
Luxembourg,Bash/Shell/PowerShell,3.0
Luxembourg,C,3.0
Luxembourg,C#,8.0
Luxembourg,C++,8.0
Luxembourg,Dart,1.0
Luxembourg,Go,5.0
Luxembourg,HTML/CSS,13.0
Luxembourg,Haskell,1.0
Luxembourg,Java,14.0
Luxembourg,JavaScript,16.0
Luxembourg,Kotlin,3.0
Luxembourg,PHP,5.0
Luxembourg,Perl,1.0
Luxembourg,Python,15.0
Luxembourg,R,2.0
Luxembourg,Ruby,1.0
Luxembourg,Rust,5.0
Luxembourg,SQL,17.0
Luxembourg,Scala,2.0
Luxembourg,Swift,3.0
Luxembourg,TypeScript,11.0
Madagascar,Bash/Shell/PowerShell,1.0
Madagascar,C,1.0
Madagascar,C#,5.0
Madagascar,C++,4.0
Madagascar,Dart,5.0
Madagascar,Go,4.0
Madagascar,HTML/CSS,9.0
Madagascar,Haskell,1.0
Madagascar,Java,8.0
Madagascar,JavaScript,11.0
Madagascar,Kotlin,2.0
Madagascar,Objective-C,2.0
Madagascar,PHP,6.0
Madagascar,Perl,1.0
Madagascar,Python,12.0
Madagascar,R,1.0
Madagascar,Ruby,3.0
Madagascar,Rust,2.0
Madagascar,SQL,11.0
Madagascar,Swift,1.0
Madagascar,TypeScript,8.0
Madagascar,VBA,1.0
Malawi,Bash/Shell/PowerShell,1.0
Malawi,C#,1.0
Malawi,Dart,2.0
Malawi,HTML/CSS,1.0
Malawi,Java,2.0
Malawi,JavaScript,2.0
Malawi,Python,4.0
Malawi,R,1.0
Malawi,SQL,1.0
Malaysia,Assembly,7.0
Malaysia,Bash/Shell/PowerShell,33.0
Malaysia,C,15.0
Malaysia,C#,51.0
Malaysia,C++,28.0
Malaysia,Dart,32.0
Malaysia,Go,35.0
Malaysia,HTML/CSS,94.0
Malaysia,Haskell,9.0
Malaysia,Java,55.0
Malaysia,JavaScript,111.0
Malaysia,Julia,4.0
Malaysia,Kotlin,38.0
Malaysia,Objective-C,13.0
Malaysia,PHP,49.0
Malaysia,Perl,6.0
Malaysia,Python,95.0
Malaysia,R,18.0
Malaysia,Ruby,18.0
Malaysia,Rust,24.0
Malaysia,SQL,80.0
Malaysia,Scala,12.0
Malaysia,Swift,38.0
Malaysia,TypeScript,63.0
Malaysia,VBA,10.0
Maldives,C#,4.0
Maldives,C++,1.0
Maldives,Dart,4.0
Maldives,Go,2.0
Maldives,HTML/CSS,2.0
Maldives,Java,1.0
Maldives,JavaScript,3.0
Maldives,PHP,3.0
Maldives,Python,4.0
Maldives,R,2.0
Maldives,Rust,2.0
