Country,Age,AgeCount
Uruguay,45 - 54 years old,3.0
Uruguay,65 years or older,1.0
Uruguay,Under 18 years old,2.0
Uzbekistan,18 - 24 years old,15.0
Uzbekistan,25 - 34 years old,11.0
Uzbekistan,35 - 44 years old,6.0
"Venezuela, Bolivarian Republic of...",18 - 24 years old,39.0
"Venezuela, Bolivarian Republic of...",25 - 34 years old,28.0
"Venezuela, Bolivarian Republic of...",35 - 44 years old,7.0
"Venezuela, Bolivarian Republic of...",45 - 54 years old,6.0
"Venezuela, Bolivarian Republic of...",55 - 64 years old,2.0
"Venezuela, Bolivarian Republic of...",Under 18 years old,1.0
Viet Nam,18 - 24 years old,64.0
Viet Nam,25 - 34 years old,83.0
Viet Nam,35 - 44 years old,13.0
Viet Nam,45 - 54 years old,2.0
Viet Nam,65 years or older,2.0
Viet Nam,Under 18 years old,9.0
Yemen,18 - 24 years old,4.0
Yemen,25 - 34 years old,12.0
Yemen,35 - 44 years old,1.0
Zambia,18 - 24 years old,4.0
Zambia,25 - 34 years old,6.0
Zambia,45 - 54 years old,1.0
Zimbabwe,18 - 24 years old,11.0
Zimbabwe,25 - 34 years old,21.0
Zimbabwe,35 - 44 years old,2.0
Zimbabwe,45 - 54 years old,1.0
